cotizacion_codigo,centro_costos,rq_codigo,cliente,unidad,solicitante,fecha_rq,tipo_principal,estado,descripcion_resumen,cantidad_items,origen,observaciones,prioridad
FOR-EKA-PRO-3_2025-044,4517974514,RQ-CJM058-005_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-04-02,EPPs,ATENCION COMPLETA,RESPIRADOR MEDIA CARA 3M,3,excel,,
FOR-EKA-PRO-3_2025-047_REV02,DISA-FOR-006,RQ-CJM066-001_2025,DISA,REFINERIA CAJAMARQUILLA,,2025-06-10,MATERIALES,ATENCION COMPLETA,"cable de cobre NYY 3x150mm2+T, clase 5 INDECO libre de halógeno",18,excel,,
FOR-EKA-PRO-3_2025-047_REV02,DISA-FOR-006,RQ-CJM066-002_2025,DISA,REFINERIA CAJAMARQUILLA,,2025-06-18,MATERIALES,ATENCION COMPLETA,pintura ral 7032,4,excel,,
FOR-EKA-PRO-3_2025-047_REV02,DISA-FOR-006,RQ-CJM066-003_2025,DISA,REFINERIA CAJAMARQUILLA,,2025-07-08,GASTOS GENERALES,ATENCION COMPLETA,"CINTA DE EMBALAJE 2"" - GRANDE",56,excel,,
FOR-EKA-PRO-3_2025-047_REV02,DISA-FOR-006,RQ-CJM066-004_2025,DISA,REFINERIA CAJAMARQUILLA,,2025-07-10,MATERIALES,PENDIENTE,TUBERIA FLEXIBLE LIQUID TIGHT CON FORRO DE PVC 2'',2,excel,,
FOR-EKA-PRO-3_2025-047_REV02,DISA-FOR-006,RQ-CJM066-005_2025,DISA,REFINERIA CAJAMARQUILLA,,2025-08-07,MATERIALES,PENDIENTE,terminal de compresión tipo pin para cable de 16mm2,23,excel,,
FOR-EKA-PRO-3_2025-047_REV02,DISA-FOR-006,RQ-CJM066-006_2025,DISA,REFINERIA CAJAMARQUILLA,,2025-08-21,MATERIALES,PENDIENTE,Barra de cobre tipo Z espesor 5mm /20mm ancho x 60mm largo,10,excel,,
FOR-EKA-PRO-3_2025-048_REV03,4518199308,RQ-CJM065-001_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-06-09,MATERIALES,PENDIENTE,cable INDECO libre de halógeno NYY 3x6mm2+T clase 5 (tierra verde/amarillo),55,excel,,
FOR-EKA-PRO-3_2025-048_REV03,4518199308,RQ-CJM065-001_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-01-05,MATERIALES,ATENCION COMPLETA,ROTULOS EN ACRILICO,1,excel,,
FOR-EKA-PRO-3_2025-048_REV03,4518199308,RQ-CJM065-002_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-07-04,MATERIALES,ATENCION COMPLETA,reflector led floodlight PFM 165W/850 20000LM BK,58,excel,,
FOR-EKA-PRO-3_2025-048_REV03,4518199308,RQ-CJM065-003_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-07-10,GASTOS GENERALES,ATENCION COMPLETA,anphoterol de 100ml,3,excel,,
FOR-EKA-PRO-3_2025-048_REV03,4518199308,RQ-CJM065-004_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-07-21,GASTOS GENERALES,ATENCION COMPLETA,Juego de Tinta Brother BTD-60BK Negro y Tripack BT-5001 Colores CMY Original,10,excel,,
FOR-EKA-PRO-3_2025-048_REV03,4518199308,RQ-CJM065-005_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-08-11,MATERIALES,ATENCION COMPLETA,Placa de identificación para tableros eléctricos (ACRILICO VERDE)/110mm ancho x 50mm alto,3,excel,,
FOR-EKA-PRO-3_2025-048_REV03,4518199308,RQ-CJM065-006_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-08-13,MATERIALES,ATENCION COMPLETA,Placa de identificación para tableros eléctricos (ACRILICO NEGRO)/88mm ancho x 40mm alto,2,excel,,
FOR-EKA-PRO-3_2025-048_REV03,4518199308,RQ-CJM065-007_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-09-02,EPPS,ATENCION COMPLETA,CANGURO C/ LOGO EKA 25CM C/ 2 COMPARTIMENTOS (PORTA GUANTES),4,excel,,
FOR-EKA-PRO-3_2025-048_REV03,4518199308,RQ-CJM065-008_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-11-13,MANO DE OBRA DIRECTA,ATENCION COMPLETA,SUB-CONTRATA_ INTEGRADOR AL SISTEMA SCADA,1,excel,,
FOR-EKA-PRO-3_2025-062,LIC-CJM-2025-02,RQ-CJM062-001_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-04-22,HERRAMIENTAS,ATENCION COMPLETA,"LLAVE FRANCESA 6"" STANLEY",33,excel,,
FOR-EKA-PRO-3_2025-062,LIC-CJM-2025-02,RQ-CJM062-002_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-05-06,EPPs,ATENCION COMPLETA,CANGURO PORTAGUANTES,16,excel,,
FOR-EKA-PRO-3_2025-062,LIC-CJM-2025-02,RQ-CJM062-003_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-05-06,GASTOS GENERALES,ATENCION COMPLETA,ALQUILER OFICINA CONTEINER,3,excel,,
FOR-EKA-PRO-3_2025-062,LIC-CJM-2025-02,RQ-CJM062-004_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-05-13,GASTOS GENERALES,ATENCION COMPLETA,"SUMINISTRO DE LOCKER DE METAL CON 6 PUERTAS P/ VESTUARIO. Locker de metal fabricado con plancha LAF /40. incluye rejilla de ventilación, armella para candado jalador inoxidable. colgador 3/4. posee aldaba para colocar candados. acabado de pintura electrostatica ne polvo epoxi-poliester. secado al horno, color gris texturizado. cada casillero contara con repisa inferior",7,excel,,
FOR-EKA-PRO-3_2025-062,LIC-CJM-2025-02,RQ-CJM062-005_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-05-20,EPPs,ATENCION COMPLETA,ARNES MSA + LINEA DE POSICIONAMIENTO REGULABLE + FAJA DE ANCLAJE DE DOS ARGOLLAS,51,excel,,
FOR-EKA-PRO-3_2025-062,LIC-CJM-2025-02,RQ-CJM062-006_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-05-28,EQUIPOS,PENDIENTE,REVELADOR DE TENSION TIPO LAPICERO,9,excel,,
FOR-EKA-PRO-3_2025-062,LIC-CJM-2025-02,RQ-CJM062-007_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-05-29,EQUIPOS,PENDIENTE,PRENSATERMINAL,1,excel,,
FOR-EKA-PRO-3_2025-062,4518297191,RQ-CJM062-008_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-06-16,CONSUMIBLES,PENDIENTE,TRAJE TYVEK 600 PLUS TY198TWHLG0025PI SIN BOTAS T/L,22,excel,,
FOR-EKA-PRO-3_2025-062,4518297191,RQ-CJM062-009_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-06-19,CONSUMIBLES,PENDIENTE,TRAJE TYVEK 600 PLUS TY198TWHLG0025PI SIN BOTAS T/L,2,excel,,
FOR-EKA-PRO-3_2025-062,4518297191,RQ-CJM062-010_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-07-10,HERRAMIENTAS,PENDIENTE,ALICATE DE PRESION CURVO AISLADO,24,excel,,
FOR-EKA-PRO-3_2025-062,4518297191,RQ-CJM062-011_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-07-17,EPPs,PENDIENTE,TRAJE METALIQUIDO 3 EN 1,2,excel,,
FOR-EKA-PRO-3_2025-062,4518297191,RQ-CJM062-012_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-08-01,CONSUMIBLES,PENDIENTE,TRAJE TYVEK 600 PLUS TY198TWHLG0025PI SIN BOTAS T/L,29,excel,,
FOR-EKA-PRO-3_2025-062,4518297191,RQ-CJM062-013_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-08-21,EPPs,ATENCION COMPLETA,ZAPATO DIELECTRICO TALLA 44,6,excel,,
FOR-EKA-PRO-3_2025-062,4518297191,RQ-CJM062-014_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-08-29,CONSUMIBLES,ATENCION COMPLETA,TRAJE TYVEK 600 PLUS TY198TWHLG0025PI SIN BOTAS T/L,2,excel,,
FOR-EKA-PRO-3_2025-062,4518297191,RQ-CJM062-015_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-09-15,EPPs,ATENCION COMPLETA,RESPIRADOR TALLA S,6,excel,,
FOR-EKA-PRO-3_2025-062,4518297191,RQ-CJM062-016_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-09-19,EPPs,ATENCION COMPLETA,ZAPATO DIELECTRICO,41,excel,,
FOR-EKA-PRO-3_2025-062,4518297191,RQ-CJM062-017_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-09-26,CONSUMIBLES,PENDIENTE,TRAJE TYVEK 600 PLUS TY198TWHLG0025PI SIN BOTAS T/L,10,excel,,
FOR-EKA-PRO-3_2025-062,4518297191,RQ-CJM062-018_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-10-15,EPPs,ATENCION COMPLETA,ZAPATOS DIELECTRICOS,22,excel,,
FOR-EKA-PRO-3_2025-062,4518297191,RQ-CJM062-019_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-10-15,CONSUMIBLES,ATENCION COMPLETA,TRAJE TYVEK 600 PLUS TY198TWHLG0025PI SIN BOTAS T/L,1,excel,,
FOR-EKA-PRO-3_2025-062,4518297191,RQ-CJM062-020_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-10-22,EPPs,ATENCION COMPLETA,ZAPATO DIELECTRICO TALLA 41,1,excel,,
FOR-EKA-PRO-3_2025-072,4517993876,RQ-CJM059-001_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-03-07,MATERIALES,ATENCION COMPLETA,"TABLERO DE INOX 316 1.5MM ESP,  200X250X110MM, IP65 - 10051589",1,excel,,
FOR-EKA-PRO-3_2025-075_REV01,4518134668,RQ-CJM063-001_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-04-25,MATERIALES,ATENCION COMPLETA,Bandeja de fibra 100 x100 con tapa,91,excel,,
FOR-EKA-PRO-3_2025-075_REV01,4518134668,RQ-CJM063-002_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-04-30,MATERIALES,ATENCION COMPLETA,enchufe industrial levitón,3,excel,,
FOR-EKA-PRO-3_2025-075_REV01,4518134668,RQ-CJM063-003_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-05-23,HERRAMIENTAS,ATENCION COMPLETA,JUEGO DE PERILLEROS DIELÉCTRICOS (PLANOS Y ESTRELLA),5,excel,,
FOR-EKA-PRO-3_2025-075_REV01,4518134668,RQ-CJM063-004_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-06-02,MATERIALES,ATENCION COMPLETA,"unión Codo Swagelok de Acero inox.,3/8 pulg. OD",3,excel,,
FOR-EKA-PRO-3_2025-075_REV01,4518134668,RQ-CJM063-005_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-06-09,MATERIALES,ATENCION COMPLETA,Interruptor termomagnético 1x50A 10/6kA 230/400V tipo C DIN,3,excel,,
FOR-EKA-PRO-3_2025-075_REV01,4518134668,RQ-CJM063-006_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-07-07,MATERIALES,ATENCION COMPLETA,CONECTOR MACHO 1/2″ NPT X 1/2″ OD SS-316,6,excel,,
FOR-EKA-PRO-3_2025-075_REV01,4518134668,RQ-CJM063-007_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-08-19,MATERIALES,ATENCION COMPLETA,"Unión recta Swagelok de Acero inox., 1/4 pulg. OD",3,excel,,
FOR-EKA-PRO-3_2025-075_REV01,4518134668,RQ-CJM063-008_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-08-26,MATERIALES,ATENCION COMPLETA,4 juegos de llaves de cada uno,2,excel,,
FOR-EKA-PRO-3_2025-076,4518051136,RQ-UMCL002-001_2025,NEXA,U.M. CERRO LINDO,,2025-03-11,MATERIALES,PENDIENTE,LUMINARIA LED HIGH BAY 200W 100-277V 5700K IP65 NEGRO 110° 32000LM PFM G4 LEDVANCE,11,excel,,
FOR-EKA-PRO-3_2025-076,4518051136,RQ-UMCL002-002_2025,NEXA,U.M. CERRO LINDO,,2025-03-18,GASTOS GENERALES,PENDIENTE,MARCADOR INDELEBLE PUNTA FINA COLOR NEGRO,94,excel,,
FOR-EKA-PRO-3_2025-085,4518080778,RQ-UMCL003-001_2025,NEXA,U.M. CERRO LINDO,,2025-03-28,GASTOS GENERALES,ATENCION COMPLETA,MICAS A4,126,excel,,
FOR-EKA-PRO-3_2025-094,4518089030,RQ-UMCL005-001_2025,NEXA,U.M. CERRO LINDO,,2025-03-28,GASTOS GENERALES,PENDIENTE,MICAS A4,127,excel,,
FOR-EKA-PRO-3_2025-115,4518155928,RQ-CJM061-001_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-04-16,EPPs,ATENCION COMPLETA,TRAJE AMARILLO ALPHATEC 2300 TALL / L,13,excel,,
FOR-EKA-PRO-3_2025-115,4518155928,RQ-CJM061-002_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-04-24,CONSUMIBLES,ATENCION COMPLETA,TRAJE TYVEK 600 PLUS TY198TWHLG0025PI SIN BOTAS T/L,2,excel,,
FOR-EKA-PRO-3_2025-115,4518155928,RQ-CJM061-003_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-05-06,EQUIPOS,ATENCION COMPLETA,HIDROLAVADORA KARCHER,1,excel,,
FOR-EKA-PRO-3_2025-119,4518181493,RQ-CJM064-001_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-05-05,MATERIALES,ATENCION COMPLETA,LECTOR BIOMETRICO ZKTECO K30 PRO.,1,excel,,
FOR-EKA-PRO-3_2025-137_REV01,,RQ-CJM069-001_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-08-22,MATERIALES,ATENCION COMPLETA,cable INDECO 3x25mm+T libre de halógeno clase 5,39,excel,,
FOR-EKA-PRO-3_2025-137_REV01,OS0016074,RQ-CJM069-002_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-09-24,MATERIALES,ATENCION COMPLETA,Cable de cobre desnudo de 50mm2.,21,excel,,
FOR-EKA-PRO-3_2025-137_REV01,,RQ-CJM069-003_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-10-23,SUB CONTRATOS,,FUSIONADOR,2,excel,,
FOR-EKA-PRO-3_2025-142,4518240458,RQ-CJM046-001_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-05-28,MATERIALES,,BANDEJA P/CABLE FRP 100X104X3000MM,1,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-001_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-10-28,SUB CONTRATOS,,Plataforma UDI 25x200,23,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-001_2026,NEXA,REFINERIA CAJAMARQUILLA,,,MATERIALES,,"ADAPTADOR 2"" NPT MACHO - 2"" JIC MACHO",1,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-002_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-11-20,HERRAMIENTAS,,MALETA DE HERRAMIENTAS/CAJA HERRAMIENTAS PLASTICO - 43803/020 20” - TRAMONTINA,16,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-002_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-01-05,CONSUMIBLES,,TRAJES TYVEK SUMIDERO 600,55,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-003_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-11-20,EQUIPOS,,PINZA AMPERIMETRICA CA/CD FLUKE 376FC 1000V,76,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-003_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-01-02,EQUIPOS,,"TELUROMETRO DIGITAL, RESISTENCIA, RESISTIVIDAD, MARCA: MEGABRAS, MODELO MTD-20KWE, NS: 19H3005, CODIGO : EKA-094-4385",1,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-004_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-10-31,EPPs,ATENCION COMPLETA,TRAJES TYVEK SUMIDERO 600,73,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-005_2025,NEXA,REFINERIA CAJAMARQUILLA,,,MATERIALES,PENDIENTE,"ADAPTADOR 2"" NPT MACHO - 2"" JIC MACHO",1,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-005_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-01-06,CONSUMIBLES,PENDIENTE,"CINTA DE DOBLE CONTACTO 4026 3.4""X36 YD - 33MTR - 3M",1,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-006_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-11-14,CONSUMIBLES,PENDIENTE,"CAJA DE SEGURIDAD P/ LLAVES MOD.2, 17CMX17CMX6CM(FONDO), INC. VARILLA ROMPE VIDRIO, CHAPA DE LENGÜETA, CAPACIDAD P/ 1 LLAVE  + VINIL AUTOASHESIVO ("" SOLO APERTURADO POR BRIGADA EN CASO DE EMERGENCIA"") EN VIDRIO",4,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-006_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-01-12,CONSUMIBLES,PENDIENTE,"BISAGRA CAP AC INOX 4"" X 4"" 3MM",1,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-007_2025,NEXA,REFINERIA CAJAMARQUILLA,,,MATERIALES,PENDIENTE,"ADAPTADOR 2"" NPT MACHO - 2"" JIC MACHO",1,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-007_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-01-15,CONSUMIBLES,PENDIENTE,Pernos inox 316 M12X120 UNC hexagonal hilo corrido,3,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-008_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-11-20,EPPs,PENDIENTE,RESPIRADOR MEDIA CARA,10,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-008_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-01-15,EPPs,PENDIENTE,TRAJE TYVEK 500  TALLA / M,18,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-009_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-11-20,EQUIPOS,PENDIENTE,CELULAR,2,excel,,
" kg,ycde3gy",LIC-CJM-2024-05,RQ-CJM075-009_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-01-16,EPPs,PENDIENTE,ZAPATO DIELECTRICO TALLA 41,25,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-010_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-11-11,SUB CONTRATOS,PENDIENTE,"ALQUILER GRUPO ELECTROGENO 100KW CONFIGURACION 220V TRIFASICO 60H
   FECHA DE INGRESO A CJM              : 18-11-2025
   FECHA DE OPERACIÓN                        : 19-11-2025
   FECHA DE DESMOVILIZACIÓN        : 20-11-2025
   HORAS DE FUNCIONAMIENTO       : 10  HORAS	
   COMBUSTIBLE                                          : CONSIDERAR TNK LLENO",7,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-010_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-01-20,GASTOS GENERALES,PENDIENTE,"LAPTOP 15.6"", CORE I5, 12GB,256GB, ",3,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-011_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-11-12,GASTOS GENERALES,ATENCION COMPLETA,BANCAS DE MADERA PARA VESTUIARIOS,1,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-011_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-01-21,CONSUMIBLES,PENDIENTE,Pernos inox 316 M12X120 UNC hexagonal hilo corrido,1,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-012_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-11-13,EPPs,PENDIENTE,TRAJE 3 EN  1 TALLA M,76,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-012_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-01-23,EPPS,PENDIENTE,RESPIRADOR MEDIA CARA 7502 3M,42,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-013_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-11-14,SUB CONTRATOS,ATENCION COMPLETA,"ALQUILER GRUPO ELECTROGENO  50 KW CONFIGURACION 220 V TRIFASICO 60Hz
  FECHA DE INGRESO A CJM              : 18-11-2025
   FECHA DE OPERACIÓN                        : 19-11-2025
   FECHA DE DESMOVILIZACIÓN        : 20-11-2025
   HORAS DE FUNCIONAMIENTO       : 08  HORAS	
   COMBUSTIBLE                                          : CONSIDERAR TNK LLENO",70,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-013_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-01-26,EPPs,ATENCION COMPLETA,RESPIRADOR DE MEDIA CARA,72,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-014_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-11-20,EPPs,PENDIENTE,CASCO C/ TAFILETE,34,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-014_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-01-28,EQUIPOS,ATENCION COMPLETA,"REPOSICIÓN DE PINZA 
CAMBIO DE PINZA AMPERIMETRICA DE CODIGO( EKA-PP-05-010), ",5,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-015_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-11-28,EPPs,ATENCION COMPLETA,ZAPATO DIELECTRICO TALLA 40,4,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-015_2026,NEXA,REFINERIA CAJAMARQUILLA,,2025-12-28,CONSUMIBLES,ATENCION COMPLETA,PORTAPLANO A1 EN ACRILICO AMBOS LADOS CON CINTA DOBLE CONTACTO MEDIDAS 594X841MM,1,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-016_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-11-28,CONSUMIBLES,ATENCION COMPLETA,clavos de 2.5 pulg,2,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-016_2026,NEXA,REFINERIA CAJAMARQUILLA,,2025-12-28,CONSUMIBLES,ATENCION COMPLETA,"CERROJO DE SEGURIDAD GLOBAL TRADER MODELO DE 6"" EN HIERRO ZINCADO",1,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-017_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-12-01,HERRAMIENTAS,ATENCION COMPLETA,MALETA DE HERRAMIENTAS/CAJA HERRAMIENTAS PLASTICO - 43803/020 20” – TRAMONTINA NILSON MEDINA,60,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-017_2026,NEXA,REFINERIA CAJAMARQUILLA,,2025-12-28,CONSUMIBLES,ATENCION COMPLETA,Cautín tipo pistola 30W-70W 220WAC,3,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-018_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-12-01,EPPs,PENDIENTE,TRAJE 3 EN 1  TALLA M,24,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-018_2026,NEXA,REFINERIA CAJAMARQUILLA,,,CONSUMIBLES,PENDIENTE,MANGA TERMOCONTRAIBLE C/NEGRO F-4 (ROLL X 400MT) WOER MT,8,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-019_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-12-10,EPPs,PENDIENTE,ZAPATO DIELECTRICO TALLA 40,16,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-019_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-01-29,CONSUMIBLES,PENDIENTE,"Pernos de acero inoxidable AISI 316, M12 x 120 UNC, hexagonales, hilo corrido",1,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-020_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-12-10,EQUIPOS,PENDIENTE,ESCALERAS DE FIBRA DE VIDRIO DE 5 PASOS,22,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-020_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-02-02,SUB CONTRATOS,PENDIENTE,ALQUILER MANLIFT,1,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-021_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-12-15,EPPs,PENDIENTE,TRAJE 3 EN 1 TALLA S,33,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-021_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-02-03,EQUIPOS,PENDIENTE,"PARA TRABAJOS DE ALMACENERO EN EL SEGUIMIENTO DE REQUERIMIENTO, CONTROL DE CALIBRACION DE EQUIPOS, CONTROL DE SALIDA DE EQUIPOS , HERRAMIENTAS POR FALLA O DETERIORO,",1,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-022_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-02-04,CONSUMIBLES,PENDIENTE,ESTRUCTURA DE BIOMBO PARA SOLDADURA,2,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-023_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-02-04,EQUIPOS,PENDIENTE,"TACOS DE MADERA PARA ANDAMIOS, DE 300 X 300 X 50 MM",3,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-024_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-02-05,CONSUMIBLES,PENDIENTE,PERNO INOX C-316 M12 X 120 HILO CORRIDO,1,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-025_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-12-23,EPPs,PENDIENTE,TRAJE 3 EN 1 TALLA S,30,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-025_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-02-05,CONSUMIBLES,PENDIENTE,"BARRA ANTIPANICOFIRE HORIZONTAL TIPO PUSH,ACABADO CON PINTURA ELECTROSTATICA COLOR ALUMINIO, DORTEC, CERTIFICACION UL UN PUNTO",1,excel,,
